date,rodent_id,trap_id,site_id,trap_night,initial_species_id,group,weight,head_body,tail,hind_foot,ear,length_skull,sex,testes,seminal_vesicles,vagina,teats_visible,pairs_teats,number_embryos,blood_filter,filter_id,serum,liver_spleen,ear_sampled,eye_sampled,photos,notes,visit
2020-12-04T00:00:00Z,LAL-19,59,2,3,l_sikapusi,rodent,73,132,72,24,17,37,female,na,na,open,not_noted,not_counted,3,y,LAL-19,y,y,y,y,y,NA,1
2020-12-04T00:00:00Z,LAL-20,106,2,3,crocidura_spp,shrew,13,89,58,17,7,29,male,inside,not_noted,na,na,na,na,y,LAL-20,"no, heart tissue taken",y,y,n,y,NA,1
2020-12-04T00:00:00Z,LAL-21,184,3b,3,crocidura_spp,shrew,25,117,57,18,9,32,female,na,na,open,not_noted,not_counted,0,y,LAL-21,y,y,y,n,y,NA,1
2020-12-04T00:00:00Z,LAL-22,254,6,2,crocidura_spp,shrew,13,88,65,15,7,24,male,inside,not_noted,na,na,na,na,y,LAL-22,y,y,y,n,y,NA,1
2020-12-05T00:00:00Z,SEI-001,215,5,1,malacomys_edwardsi,rodent,42,113,152,26,22,41,female,na,na,open,not_noted,not_counted,3,y,SEI-001,y,y,y,y,y,NA,1
2020-12-05T00:00:00Z,SEI-002,18,1,1,m_minutoides,rodent,10,71,58,17,14,27,male,outside,not_noted,na,na,na,na,y,SEI-002,y,y,y,y,y,NA,1
2020-12-05T00:00:00Z,SEI-003,44,1,1,l_sikapusi,rodent,65,130,64,23,17,35,male,outside,developed,na,na,na,na,y,SEI-003,y,y,y,y,y,NA,1
2020-12-05T00:00:00Z,SEI-004,88,2,1,l_sikapusi,rodent,74,125,47,23,16,37,male,outside,developed,na,na,na,na,y,SEI-004,y,y,y,y,y,cut_tail,1
2020-12-05T00:00:00Z,SEI-005,138,3,1,malacomys_edwardsi,rodent,53,125,153,27,23,37,female,na,na,open,visible,2,0,y,SEI-005,y,y,y,y,y,evidence_previous_pregnancy,1
2020-12-05T00:00:00Z,SEI-006,147,3,1,malacomys_edwardsi,rodent,48,128,155,26,21,35,female,na,na,open,visible,2,0,y,SEI-006,"no, heart tissue taken",y,y,y,y,lactating,1
2020-12-05T00:00:00Z,SEI-007,177,4,1,crocidura_spp,shrew,24,106,78,23,9,36,female,na,na,not_noted,not_noted,not_counted,0,y,SEI-007,y,y,y,y,y,NA,1
2020-12-06T00:00:00Z,SEI-008,8,1,2,praomys_spp,rodent,53,116,132,27,19,35,male,outside,developed,na,na,na,na,y,SEI-008,y,y,y,y,y,NA,1
2020-12-06T00:00:00Z,SEI-009,22,1,2,praomys_spp,rodent,17,85,18,24,17,27,male,outside,developed,na,na,na,na,y,SEI-009,y,y,y,y,y,NA,1
2020-12-06T00:00:00Z,SEI-010,38,1,2,crocidura_spp,shrew,33,114,74,24,8,35,male,inside,developed,na,na,na,na,y,SEI-010,y,y,y,n,y,NA,1
2020-12-06T00:00:00Z,SEI-011,52,2,2,praomys_spp,rodent,14,78,95,22,16,33,male,outside,developed,na,na,na,na,y,SEI-011,y,y,y,y,y,NA,1
2020-12-06T00:00:00Z,SEI-012,103,3,2,l_striatus,rodent,10,73,73,23,15,28,male,not_noted,developed,na,na,na,na,y,SEI-012,y,y,y,y,y,NA,1
2020-12-06T00:00:00Z,SEI-013,117,3,2,crocidura_spp,shrew,19,98,68,19,8,29,female,na,na,open,visible,not_counted,3,y,SEI-013,y,y,y,n,y,NA,1
2020-12-06T00:00:00Z,SEI-014,131,3,2,praomys_spp,rodent,43,105,122,25,19,35,female,na,na,not_open,not_noted,6,0,y,SEI-014,y,y,y,y,y,NA,1
2020-12-06T00:00:00Z,SEI-015,133,3,2,praomys_spp,rodent,45,118,130,27,20,43,male,outside,developed,na,na,na,na,y,SEI-015,y,y,y,y,y,NA,1
2020-12-06T00:00:00Z,SEI-016,142,3,2,praomys_spp,rodent,9,61,93,17,16,22,female,na,na,not_open,barely_visible,not_counted,0,y,SEI-016,y,y,y,y,y,NA,1
2020-12-06T00:00:00Z,SEI-017,176,4,2,crocidura_spp,shrew,35,113,74,17,9,35,male,outside,developed,na,na,na,na,y,SEI-017,y,y,y,n,y,NA,1
2020-12-06T00:00:00Z,SEI-018,161,4,2,gerbillinae_spp,rodent,180,174,172,38,25,57,female,na,na,open,visible,3,6,y,SEI-018,y,y,y,y,y,NA,1
2020-12-06T00:00:00Z,SEI-019,169,4,2,l_sikapusi,rodent,45,188,58,17,15,37,female,na,na,open,visible,2,0,y,SEI-019,y,y,y,y,y,NA,1
2020-12-06T00:00:00Z,SEI-020,196,4,2,l_sikapusi,rodent,55,115,NA,18,15,35,male,not_noted,developed,na,na,na,na,y,SEI-020,y,y,y,y,y,no_tail,1
2020-12-06T00:00:00Z,SEI-021,215,5,2,praomys_spp,rodent,53,123,143,27,19,45,male,outside,developed,na,na,na,na,y,SEI-021,y,y,y,y,y,NA,1
2020-12-06T00:00:00Z,SEI-022,219,5,2,praomys_spp,rodent,47,117,138,27,19,37,female,na,na,open,visible,3,4,y,SEI-022,y,y,y,y,y,NA,1
2020-12-06T00:00:00Z,SEI-023,223,5,2,malacomys_edwardsi,rodent,63,113,154,33,28,43,female,na,na,open,visible,2,3,y,SEI-023,y,y,y,y,y,NA,1
2020-12-06T00:00:00Z,SEI-024,226,5,2,praomys_spp,rodent,44,109,139,26,19,41,female,na,na,not_noted,visible,3,3,y,SEI-024,y,y,y,y,y,NA,1
2020-12-06T00:00:00Z,SEI-025,232,5,2,praomys_spp,rodent,37,105,118,26,19,36,female,na,na,open,visible,3,3,y,SEI-025,y,y,y,y,y,NA,1
2020-12-06T00:00:00Z,SEI-026,245,5,2,praomys_spp,rodent,31,105,133,26,19,39,female,na,na,open,visible,3,0,y,SEI-026,y,y,y,y,y,NA,1
2020-12-06T00:00:00Z,SEI-027,252,6,1,m_minutoides,rodent,10,69,47,17,13,26,female,na,na,open,visible,3,2,y,SEI-027,y,y,y,y,y,NA,1
2020-12-07T00:00:00Z,SEI-028,50,2,3,l_sikapusi,rodent,60,123,63,23,16,33,male,outside,developed,na,na,na,na,y,SEI-028,y,y,y,y,y,NA,1
2020-12-07T00:00:00Z,SEI-029,74,2,3,mastomys_spp,rodent,58,122,113,24,18,36,male,outside,developed,na,na,na,na,y,SEI-029,y,y,y,y,y,NA,1
2020-12-07T00:00:00Z,SEI-030,96,2,3,hylomyscus_spp,rodent,13,78,95,18,16,29,male,outside,developed,na,na,na,na,y,SEI-030,y,y,y,y,y,NA,1
2020-12-07T00:00:00Z,SEI-031,148,4,3,l_sikapusi,rodent,63,127,NA,23,17,38,male,outside,not_noted,na,na,na,na,y,SEI-031,y,y,y,y,y,no_tail,1
2020-12-07T00:00:00Z,SEI-032,167,4,3,l_sikapusi,rodent,58,124,58,23,17,37,male,outside,developed,na,na,na,na,y,SEI-032,y,y,y,y,y,NA,1
2020-12-07T00:00:00Z,SEI-033,190,4,3,praomys_spp,rodent,24,98,108,26,17,32,male,outside,not_noted,na,na,na,na,y,SEI-033,y,y,y,y,y,NA,1
2020-12-07T00:00:00Z,SEI-034,225,5,3,hylomyscus_spp,rodent,21,83,118,18,16,27,female,na,na,open,visible,3,3,y,SEI-034,y,y,y,y,y,NA,1
2020-12-07T00:00:00Z,SEI-035,243,5,3,hybomys_spp,rodent,24,95,77,33,18,33,male,outside,undeveloped,na,na,na,na,y,SEI-035,y,y,y,y,y,NA,1
2020-12-08T00:00:00Z,SEI-036,1,1,4,mastomys_spp,rodent,39,113,98,24,18,29,male,outside,developed,na,na,na,na,y,SEI-036,y,y,y,y,y,NA,1
2020-12-08T00:00:00Z,SEI-037,136,3,4,r_rattus,rodent,28,103,118,29,19,33,female,na,na,not_open,barely_visible,0,0,y,SEI-037,y,y,y,y,y,NA,1
2020-12-08T00:00:00Z,SEI-038,176,4,4,crocidura_spp,shrew,29,121,79,19,9,35,male,inside,not_noted,na,na,na,na,y,SEI-038,y,y,y,y,y,NA,1
2020-12-08T00:00:00Z,SEI-039,193,4,4,praomys_spp,rodent,43,113,138,27,19,45,female,na,na,open,visible,3,0,y,SEI-039,y,y,y,y,y,NA,1
2020-12-08T00:00:00Z,SEI-040,245,5,4,praomys_spp,rodent,43,117,143,27,20,35,female,na,na,not_open,visible,3,2,y,SEI-040,y,y,y,y,y,NA,1
2020-12-08T00:00:00Z,SEI-041,271,6,4,crocidura_spp,shrew,15,93,54,17,8,33,female,na,na,not_open,visible,2,0,y,SEI-041,y,y,y,y,y,NA,1
2020-12-08T00:00:00Z,SEI-042,276,6,4,r_rattus,rodent,105,149,188,37,24,42,female,na,na,open,visible,5,8,y,SEI-042,y,y,y,y,y,NA,1
2020-12-08T00:00:00Z,SEI-043,251,6,4,mastomys_spp,rodent,38,116,99,24,17,33,male,outside,developed,na,na,na,na,y,SEI-043,y,y,y,y,y,NA,1
2021-04-03T00:00:00Z,2-LAL-4001,194,4,1,crocidura_spp,shrew,20,110,60,17,7,29,male,outside,not_noted,na,na,na,na,n,2-LAL-4001,n,y,y,y,y,NA,2
2021-04-03T00:00:00Z,2-LAL-4002,191,4,1,crocidura_spp,shrew,NA,80,62,15,5,22,male,outside,not_noted,na,na,na,na,y,2-LAL-4002,n,y,y,y,n,NA,2
2021-04-03T00:00:00Z,2-LAL-6003,296,6,1,rattus_sp,rodent,52,135,160,3,20,39,male,inside,developed,na,na,na,na,y,2-LAL-6003,n,y,y,y,y,NA,2
2021-04-03T00:00:00Z,2-LAL-2004,96,2,2,mus_minutoides,rodent,15,80,60,15,15,22,male,outside,developed,na,na,na,na,y,2-LAL-2004,n,y,y,y,y,NA,2
2021-04-04T00:00:00Z,2-LAL-3005,106,3,2,crocidura_spp,shrew,21,115,89,19,8,NA,male,inside,undeveloped,na,na,na,na,n,2-LAL-3005,n,y,y,y,y,NA,2
2021-04-05T00:00:00Z,2-LAL-4006,174,4,3,mus_minutoides,rodent,11,78,49,14,10,22,female,na,na,not_recorded,not_recorded,0,0,n,NA,n,y,y,y,y,NA,2
2021-04-05T00:00:00Z,2-LAL-6007,308,6,3,mastomys_spp,rodent,13,87,98,70,15,22,female,na,na,not_open,barely_visible,0,0,n,NA,n,y,y,y,y,NA,2
2021-04-06T00:00:00Z,2-LAL-2008,52,2,4,mus_minutoides,rodent,12,75,58,16,11,25,male,outside,developed,na,na,na,na,y,NA,NA,NA,NA,NA,y,NA,2
2021-04-06T00:00:00Z,2-LAL-2009,76,2,4,crocidura_spp,shrew,11,84,60,15,5,25,female,na,na,not_open,barely_visible,0,0,y,NA,n,y,y,y,y,NA,2
2021-04-06T00:00:00Z,2-LAL-2010,92,2,4,crocidura_spp,shrew,15,90,54,15,7,26,female,na,na,not_recorded,not_recorded,0,0,y,NA,n,y,y,y,y,NA,2
2021-04-06T00:00:00Z,2-LAL-3011,114,3,4,crocidura_spp,shrew,32,135,70,18,10,35,female,na,na,open,visible,not_counted,0,y,NA,y,y,y,y,y,NA,2
2021-04-06T00:00:00Z,2-LAL-4012,127,4,4,malacomys_edwardsi,rodent,40,118,165,31,23,35,male,outside,developed,na,na,na,na,y,NA,y,y,y,y,y,NA,2
2021-04-06T00:00:00Z,2-LAL-4013,138,4,4,mastomys_spp,rodent,46,119,120,22,19,31,male,outside,developed,na,na,na,na,y,NA,y,y,y,y,y,NA,2
2021-04-06T00:00:00Z,2-LAL-4014,190,4,4,mus_minutoides,rodent,6,55,46,14,9,NA,male,inside,undeveloped,na,na,na,na,y,NA,y,y,y,y,y,NA,2
2021-04-06T00:00:00Z,2-LAL-5015,205,5,4,mus_minutoides,rodent,15,80,57,15,12,20,female,na,na,not_open,visible,not_counted,0,NA,NA,NA,NA,NA,NA,NA,NA,2
2021-04-06T00:00:00Z,2-LAL-6016,293,6,4,rattus_sp,rodent,60,145,167,30,20,36,male,outside,developed,na,na,na,na,y,NA,y,y,y,y,y,NA,2
2021-04-13T00:00:00Z,2-SEI-1001,35,1,1,mus_minutoides,rodent,12,74,60,15,10,20,female,na,na,open,visible,4,na,y,NA,y,y,y,y,y,NA,2
2021-04-13T00:00:00Z,2-SEI-1002,46,1,1,mastomys_spp,rodent,60,134,122,24,20,35,male,outside,developed,na,na,na,na,y,NA,y,y,y,y,y,NA,2
2021-04-13T00:00:00Z,2-SEI-7003,74,7,1,rattus_spp,rodent,75,160,174,30,22,40,male,outside,not_noted,na,na,na,na,y,NA,y,y,y,y,y,NA,2
2021-04-13T00:00:00Z,2-SEI-7004,87,7,1,mastomys_spp,rodent,80,140,125,25,19,32,female,na,na,open,visible,9,6,y,NA,y,y,y,y,y,NA,2
2021-04-13T00:00:00Z,2-SEI-7005,89,7,1,mastomys_spp,rodent,52,111,104,22,17,25,female,na,na,open,visible,10,6,y,NA,y,y,y,y,y,NA,2
2021-04-13T00:00:00Z,2-SEI-7007,98,7,1,mastomys_spp,rodent,66,130,129,22,18,30,male,outside,developed,na,na,na,na,y,NA,y,y,y,y,y,NA,2
2021-04-13T00:00:00Z,2-SEI-4006,114,4,1,crocidura_spp,shrew,22,110,74,18,8,35,female,na,na,not_open,barely_visible,not_counted,0,y,NA,y,y,y,y,y,NA,2
2021-04-13T00:00:00Z,2-SEI-4008,127,4,1,crocidura_spp,shrew,12,85,66,15,6,25,female,na,na,not_open,barely_visible,not_counted,0,y,NA,y,y,y,y,y,NA,2
2021-04-13T00:00:00Z,2-SEI-4009,128,4,1,crocidura_spp,shrew,15,74,60,15,6,NA,female,na,na,not_open,barely_visible,not_seen,0,y,NA,y,y,y,y,y,NA,2
2021-04-13T00:00:00Z,2-SEI-2010,156,2,1,praomys_spp,rodent,46,117,136,24,18,38,female,na,na,open,barely_visible,3,0,y,NA,y,y,y,y,y,NA,2
2021-04-13T00:00:00Z,2-SEI-2011,174,2,1,praomys_spp,rodent,50,128,99,22,17,35,male,outside,developed,na,na,na,na,y,NA,y,y,y,y,y,NA,2
2021-04-13T00:00:00Z,2-SEI-2012,180,2,1,praomys_spp,rodent,25,99,104,20,16,30,female,na,na,not_open,barely_visible,not_seen,0,y,NA,y,y,y,y,y,NA,2
2021-04-13T00:00:00Z,2-SEI-2013,182,2,1,lophuromys_spp,rodent,58,135,NA,25,18,40,female,na,na,open,visible,3,0,y,NA,y,y,y,y,y,broken_tail,2
2021-04-13T00:00:00Z,2-SEI-2014,186,2,1,crocidura_spp,shrew,22,100,65,14,8,30,female,na,na,open,visible,4,0,y,NA,y,y,y,y,y,NA,2
2021-04-13T00:00:00Z,2-SEI-3015,201,3,1,mastomys_spp,rodent,52,130,120,25,18,35,male,outside,developed,na,na,na,na,y,NA,y,y,y,y,y,NA,2
2021-04-13T00:00:00Z,2-SEI-3016,215,3,1,mastomys_spp,rodent,48,109,119,22,16,30,female,na,na,not_open,barely_visible,not_seen,0,y,NA,y,y,y,y,y,NA,2
2021-04-13T00:00:00Z,2-SEI-3017,225,3,1,mastomys_spp,rodent,35,115,119,22,16,29,male,outside,undeveloped,na,na,na,na,y,NA,y,y,y,y,y,NA,2
2021-04-14T00:00:00Z,2-SEI-3018,232,3,2,mastomys_spp,rodent,40,105,110,24,16,29,male,outside,developed,NA,NA,NA,NA,y,NA,y,y,y,y,y,NA,2
2021-04-14T00:00:00Z,2-SEI-3019,265,3,2,mastomys_spp,rodent,65,125,105,26,16,30,male,outside,developed,NA,NA,NA,NA,y,NA,y,y,y,y,y,NA,2
2021-04-14T00:00:00Z,2-SEI-3020,268,3,2,mastomys_spp,rodent,48,120,115,24,18,31,female,NA,NA,not_open,not_noted,not_counted,0,y,NA,y,y,y,y,y,NA,2
2021-04-14T00:00:00Z,2-SEI-5021,272,5,2,crocidura_spp,shrew,22,105,82,20,10,NA,female,NA,NA,not_open,not_noted,not_counted,0,y,NA,y,y,y,y,y,NA,2
2021-04-14T00:00:00Z,2-SEI-5022,292,5,2,praomys_spp,rodent,22,95,111,22,19,28,male,outside,undeveloped,NA,NA,NA,NA,y,NA,y,y,y,y,y,NA,2
2021-04-14T00:00:00Z,2-SEI-5023,296,5,2,praomys_spp,rodent,39,110,135,22,16,26,female,NA,NA,open,visible,3,0,y,NA,y,y,y,y,y,NA,2
2021-04-14T00:00:00Z,2-SEI-1024,5,1,2,mus_minutoides,rodent,11,70,69,15,10,21,female,NA,NA,not_open,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2021-04-14T00:00:00Z,2-SEI-1025,11,1,2,mastomys_spp,rodent,43,107,119,17,17,29,male,outside,undeveloped,NA,NA,NA,NA,y,NA,y,y,y,y,y,NA,2
2021-04-14T00:00:00Z,2-SEI-1026,19,1,2,praomys_spp,rodent,58,125,160,26,20,36,male,outside,developed,NA,NA,NA,NA,y,NA,y,y,y,y,y,NA,2
2021-04-14T00:00:00Z,2-SEI-1027,22,1,2,mastomys_spp,rodent,35,104,105,22,17,28,male,outside,developed,NA,NA,NA,NA,y,NA,y,y,y,y,y,NA,2
2021-04-14T00:00:00Z,2-SEI-1028,43,1,2,mus_minutoides,rodent,9,68,50,12,9,20,female,NA,NA,not_open,visible,2,0,y,NA,y,y,y,y,y,NA,2
2021-04-14T00:00:00Z,2-SEI-7029,67,7,2,mastomys_spp,rodent,55,121,112,24,17,30,male,outside,developed,NA,NA,NA,NA,y,NA,y,y,y,y,y,NA,2
2021-04-14T00:00:00Z,2-SEI-7030,69,7,2,mastomys_spp,rodent,35,101,119,24,16,25,female,NA,NA,open,visible,10,0,y,NA,y,y,y,y,y,NA,2
2021-04-15T00:00:00Z,2-SEI-7031,86,7,3,mastomys_spp,rodent,40,114,115,25,18,32,male,outside,developed,NA,NA,NA,NA,y,NA,y,y,y,y,y,NA,2
2021-04-15T00:00:00Z,2-SEI-7032,87,7,3,mastomys_spp,rodent,80,140,139,25,20,34,male,outside,developed,NA,NA,NA,NA,y,NA,y,y,y,y,y,NA,2
2021-04-15T00:00:00Z,2-SEI-3033,126,3,3,mastomys_spp,rodent,33,99,102,24,15,27,female,NA,NA,not_open,visible,0,0,y,NA,y,y,y,y,y,NA,2
2021-04-15T00:00:00Z,2-SEI-4034,139,4,3,lemniscomys_spp,rodent,45,117,120,25,15,29,female,NA,NA,open,visible,4,0,y,NA,y,y,y,y,y,NA,2
2021-04-15T00:00:00Z,2-SEI-4035,140,4,3,mastomys_spp,rodent,27,98,100,24,15,25,female,NA,NA,open,visible,10,0,y,NA,y,y,y,y,y,NA,2
2021-04-15T00:00:00Z,2-SEI-2036,153,2,3,crocidura_spp,shrew,12,94,60,14,6,19,female,NA,NA,not_open,not_noted,not_counted,0,y,NA,y,y,y,y,y,NA,2
2021-04-15T00:00:00Z,2-SEI-2037,193,2,3,praomys_spp,rodent,48,125,142,22,20,32,female,NA,NA,open,visible,3,0,y,NA,y,y,y,y,y,NA,2
2021-04-15T00:00:00Z,2-SEI-2038,194,2,3,mastomys_spp,rodent,33,103,102,24,18,28,female,NA,NA,open,visible,10,0,y,NA,y,y,y,y,y,NA,2
2021-04-15T00:00:00Z,2-SEI-3039,219,3,3,mastomys_spp,rodent,56,125,125,24,17,30,male,outside,developed,NA,NA,NA,NA,y,NA,y,y,y,y,y,NA,2
2021-04-15T00:00:00Z,2-SEI-3040,226,3,3,mastomys_spp,rodent,45,112,117,22,16,30,female,NA,NA,open,visible,10,0,y,NA,y,y,y,y,y,NA,2
2021-04-15T00:00:00Z,2-SEI-5041,306,5,3,praomys_spp,rodent,40,109,130,22,19,25,female,NA,NA,open,visible,3,4,y,NA,y,y,y,y,y,NA,2
2021-04-16T00:00:00Z,2-SEI-1042,26,1,4,praomys_spp,rodent,32,107,122,22,18,26,male,outside,undeveloped,NA,NA,NA,NA,y,NA,y,y,y,y,y,NA,2
2021-04-16T00:00:00Z,2-SEI-1043,47,1,4,praomys_spp,rodent,41,122,142,25,19,30,female,NA,NA,not_recorded,visible,3,0,y,NA,y,y,y,y,y,NA,2
2021-04-16T00:00:00Z,2-SEI-7044,66,7,4,mastomys_spp,rodent,30,104,105,24,17,27,female,NA,NA,not_recorded,visible,10,0,y,NA,y,y,y,y,y,NA,2
2021-04-16T00:00:00Z,2-SEI-7045,67,7,4,mastomys_spp,rodent,60,127,125,24,18,35,female,NA,NA,open,visible,10,0,y,NA,y,y,y,y,y,NA,2
2021-04-16T00:00:00Z,2-SEI-7046,82,7,4,rattus_spp,rodent,55,130,165,30,20,32,male,outside,not_noted,NA,NA,NA,NA,y,NA,y,y,y,y,y,NA,2
2021-04-16T00:00:00Z,2-SEI-4047,101,4,4,lophuromys_spp,rodent,60,130,80,20,15,NA,male,outside,developed,NA,NA,NA,NA,y,NA,y,y,y,y,y,NA,2
2021-04-16T00:00:00Z,2-SEI-4048,108,4,4,lophuromys_spp,rodent,60,125,67,20,15,30,male,outside,developed,NA,NA,NA,NA,y,NA,y,y,y,y,y,NA,2
2021-04-16T00:00:00Z,2-SEI-2049,187,2,4,mus_minutoides,rodent,10,70,62,15,10,20,male,not_noted,not_noted,NA,NA,NA,NA,y,NA,y,y,y,y,y,NA,2
2021-04-16T00:00:00Z,2-SEI-2050,195,2,4,mus_minutoides,rodent,10,74,55,14,11,20,female,NA,NA,open,visible,2,0,y,NA,y,y,y,y,y,NA,2
2021-04-16T00:00:00Z,2-SEI-3051,223,3,4,mastomys_spp,rodent,21,94,89,20,14,25,male,inside,undeveloped,NA,NA,NA,NA,y,NA,y,y,y,y,y,NA,2
2021-04-16T00:00:00Z,2-SEI-3052,270,3,4,mastomys_spp,rodent,60,125,125,25,18,30,male,outside,developed,NA,NA,NA,NA,y,NA,y,y,y,y,y,NA,2
2021-04-16T00:00:00Z,2-SEI-5053,284,5,4,hybomys_spp,rodent,46,120,90,25,15,35,female,NA,NA,open,visible,4,0,y,NA,y,y,y,y,y,NA,2
2021-04-16T00:00:00Z,2-SEI-5054,293,5,4,praomys_spp,rodent,45,120,147,25,20,29,male,outside,developed,NA,NA,NA,NA,y,NA,y,y,y,y,y,NA,2
2021-04-16T00:00:00Z,2-SEI-5055,296,5,4,crocidura_spp,shrew,20,104,64,15,7,30,female,NA,NA,not_open,barely_visible,0,0,y,NA,y,y,y,y,y,NA,2
2021-04-16T00:00:00Z,2-SEI-5056,305,5,4,hybomys_spp,rodent,28,97,89,28,15,32,male,outside,developed,NA,NA,NA,NA,y,NA,y,y,n,y,y,NA,2
