SubmissionDate,form_entry,village_name,visit,rodent_numbering,rodent_number,trap_details-study_site,trap_details-site_number_input,trap_details-trap_number_int,trap_details-trap_night,trap_details-notes,rodent_details-genus,rodent_details-genus_other,rodent_details-species,rodent_details-species_other,rodent_details-photo_dorsal,rodent_details-photo_ventral,rodent_details-weight,rodent_details-head_body,rodent_details-cut_tail,rodent_details-tail,rodent_details-hind_foot,rodent_details-ear,rodent_details-skull,rodent_details-sex,rodent_details-testes,rodent_details-seminal,rodent_details-vagina,rodent_details-teats_visible,rodent_details-number_teats,rodent_details-embryos,acquisition-blood_filter,acquisition-filter_label,acquisition-blood_serum,acquisition-liver_spleen,acquisition-ear_snip,acquisition-eye_sample,notes,meta-instanceID,KEY,SubmitterID,SubmitterName,AttachmentsPresent,AttachmentsExpected,Status,ReviewState,DeviceID,Edits
2021-07-02T11:54:45.397Z,2021-07-02T11:46:15.431Z,lambayama,1,,5,3,,151,4,Already dead ,crocidura,,unclear_crocidura,,1625226494540.jpg,1625226510341.jpg,34,99,no,70,18,10,30,female,,,yes,yes,3,3,yes,1LAM 05,no,yes,yes,yes,Dead before necropsy ,uuid:952bff1c-6cc0-409d-8113-4c59df93531b,uuid:952bff1c-6cc0-409d-8113-4c59df93531b,163,Field rodent data,3,3,,,collect:j6qCQ6wLW4nMIOhX
2021-07-02T11:45:59.043Z,2021-07-02T11:37:06.001Z,lambayama,1,,4,1,,48,4,Dead before necropsy ,crocidura,,unclear_crocidura,,1625226008566.jpg,1625226025186.jpg,33,127,no,176,18,11,40,female,,,yes,yes,3,0,yes,1LAM 04 ,no,yes,yes,yes,Dead before necropsy,uuid:3c9697ea-0702-4f14-9f5d-3806fdcb142e,uuid:3c9697ea-0702-4f14-9f5d-3806fdcb142e,163,Field rodent data,3,3,,,collect:j6qCQ6wLW4nMIOhX
2021-06-30T11:46:20.568Z,2021-06-30T11:42:08.297Z,lambayama,1,,3,4,,188,1,,crocidura,,,,,,45,140,no,85,18,12,35,male,internal,yes,,,,,yes,Lam003,yes,yes,yes,yes,,uuid:f5740d48-cc5b-4a73-bd86-9df763a8d2dc,uuid:f5740d48-cc5b-4a73-bd86-9df763a8d2dc,163,Field rodent data,1,1,,,collect:j6qCQ6wLW4nMIOhX
2021-06-30T11:41:57.833Z,2021-06-30T11:36:15.045Z,lambayama,1,,2,3,,110,1,,crocidura,,,,,,25,117,no,68,18,10,10,female,,,yes,yes,3,0,yes,Lam002,yes,yes,yes,yes,,uuid:b077a4c4-c9a5-4105-b81b-5340e1fa7abf,uuid:b077a4c4-c9a5-4105-b81b-5340e1fa7abf,163,Field rodent data,1,1,,,collect:j6qCQ6wLW4nMIOhX
2021-06-30T11:36:07.245Z,2021-06-30T11:29:45.505Z,lambayama,1,,1,1,,13,1,,crocidura,,,,,,138,99,no,78,19,10,39,male,external,yes,,,,,yes,Lam 01,no,yes,yes,yes,Rodent was dead before necropsy,uuid:d7585bac-7038-41e5-a5b2-f6ab2a74da41,uuid:d7585bac-7038-41e5-a5b2-f6ab2a74da41,163,Field rodent data,1,1,,,collect:j6qCQ6wLW4nMIOhX
2021-06-28T13:13:32.979Z,2021-06-27T15:23:49.834Z,bambawo,,,14,2,,68,4,3 traps missing,dasymys,,unclear_dasymysrus,,1624807693955.jpg,1624807717724.jpg,64,129,no,116,25,19,32,male,external,yes,,,,,yes,BAM 14,no,yes,yes,yes,Dead before necropsy,uuid:9f248cd5-5886-42a3-81f2-78295c3df3c7,uuid:9f248cd5-5886-42a3-81f2-78295c3df3c7,163,Field rodent data,3,3,,,collect:j6qCQ6wLW4nMIOhX
2021-06-28T13:13:30.359Z,2021-06-27T15:17:11.427Z,bambawo,,,13,2,,64,4,Three traps were missing at this site,dasymys,,unclear_dasymysrus,,1624807202518.jpg,1624807216216.jpg,55,19,no,124,22,17,35,female,,,yes,yes,6,0,yes,BAM 13,yes,yes,yes,yes,No,uuid:5a04ebf7-a2dd-4279-b221-0693e6ce912a,uuid:5a04ebf7-a2dd-4279-b221-0693e6ce912a,163,Field rodent data,3,3,,,collect:j6qCQ6wLW4nMIOhX
2021-06-28T13:13:27.576Z,2021-06-27T15:10:51.261Z,bambawo,,,12,4,,132,4,7 traps missing,lemniscomys,,unclear_lemniscrus,,1624806809560.jpg,1624806821452.jpg,47,120,no,130,25,17,30,male,external,yes,,,,,yes,BAM 12,yes,yes,yes,yes,No,uuid:51aec77d-b0fb-48fc-ba9d-6579eb6f80fa,uuid:51aec77d-b0fb-48fc-ba9d-6579eb6f80fa,163,Field rodent data,3,3,,,collect:j6qCQ6wLW4nMIOhX
2021-06-28T13:13:24.668Z,2021-06-27T15:04:37.046Z,bambawo,,,11,4,,2,4,7 missing traps,mus,,mus_minutoides,,1624806358849.jpg,1624806374253.jpg,11,76,no,44,14,11,22,female,,,yes,yes,6,0,yes,BAM 11,no,yes,yes,yes,It was dead before necropsy,uuid:a601bd84-a2b3-4c88-b907-f64fcdd3857e,uuid:a601bd84-a2b3-4c88-b907-f64fcdd3857e,163,Field rodent data,3,3,,,collect:j6qCQ6wLW4nMIOhX
2021-06-28T13:13:21.794Z,2021-06-27T14:55:54.946Z,bambawo,,,10,4,,199,4,7 missing traps,crocidura,,not_listed_cr,,1624805908841.jpg,1624805932019.jpg,20,117,no,76,19,11,33,male,internal,yes,,,,,yes,BAM 10,yes,yes,yes,yes,No,uuid:a3a2b97a-c23d-402b-b36c-8d10ad6a5024,uuid:a3a2b97a-c23d-402b-b36c-8d10ad6a5024,163,Field rodent data,3,3,,,collect:j6qCQ6wLW4nMIOhX
